municipality,year,sex,age_group,population,education_level,unemployment_rate,employment_rate
Kommun_262,2018,Female,16-19,1485,Medium,11.2,83.6
Kommun_262,2018,Female,20-24,1474,Low,21.8,76.5
Kommun_262,2018,Male,16-19,1440,Low,22.3,72.2
Kommun_262,2018,Male,20-24,1459,High,3,94.2
Kommun_262,2019,Female,16-19,1555,Low,19,76.4
Kommun_262,2019,Female,20-24,1484,Medium,12.7,83.4
Kommun_262,2019,Male,16-19,1526,Medium,13.3,83.5
Kommun_262,2019,Male,20-24,1418,Medium,17.4,77.1
Kommun_262,2020,Female,16-19,1491,Low,22.7,73.9
Kommun_262,2020,Female,20-24,1471,Medium,13,80.8
Kommun_262,2020,Male,16-19,1464,Low,14,80.6
Kommun_262,2020,Male,20-24,1449,High,3.4,90.5
Kommun_262,2021,Female,16-19,1525,Low,17.6,79
Kommun_262,2021,Female,20-24,1551,High,9.3,86.1
Kommun_262,2021,Male,16-19,1539,Medium,10.8,85.5
Kommun_262,2021,Male,20-24,1457,Medium,10.5,86
Kommun_262,2022,Female,16-19,1455,Medium,10.1,86.7
Kommun_262,2022,Female,20-24,1481,High,8.6,89.1
Kommun_262,2022,Male,16-19,1511,Medium,8.4,86.3
Kommun_262,2022,Male,20-24,1555,Medium,11,84.4
Kommun_262,2023,Female,16-19,1446,High,5.8,92.2
Kommun_262,2023,Female,20-24,1486,High,4.9,88.9
Kommun_262,2023,Male,16-19,1510,High,10.3,84.3
Kommun_262,2023,Male,20-24,1480,Medium,13.4,80.6
Kommun_263,2018,Female,16-19,1502,Low,18.6,77
Kommun_263,2018,Female,20-24,1491,Medium,15.6,81.1
Kommun_263,2018,Male,16-19,1476,Low,17.8,76.8
Kommun_263,2018,Male,20-24,1539,Medium,20.7,73.5
Kommun_263,2019,Female,16-19,1519,Low,18.1,76.6
Kommun_263,2019,Female,20-24,1485,Medium,9.7,83.2
Kommun_263,2019,Male,16-19,1487,Medium,15.4,81.4
Kommun_263,2019,Male,20-24,1530,Medium,15.8,80.5
Kommun_263,2020,Female,16-19,1564,Low,18.7,76.7
Kommun_263,2020,Female,20-24,1510,Medium,9.4,87.3
Kommun_263,2020,Male,16-19,1445,High,6.5,87.4
Kommun_263,2020,Male,20-24,1503,Medium,15.3,79.3
Kommun_263,2021,Female,16-19,1524,High,14.3,80.6
Kommun_263,2021,Female,20-24,1483,Low,12.6,81.6
Kommun_263,2021,Male,16-19,1486,High,6.4,89.2
Kommun_263,2021,Male,20-24,1500,Medium,10.6,85.1
Kommun_263,2022,Female,16-19,1552,High,10.2,85.7
Kommun_263,2022,Female,20-24,1516,Low,22.2,68.6
Kommun_263,2022,Male,16-19,1502,Medium,15.2,79.4
Kommun_263,2022,Male,20-24,1496,Medium,7.6,85.1
Kommun_263,2023,Female,16-19,1459,Medium,7.3,87.7
Kommun_263,2023,Female,20-24,1458,Medium,10.1,85.5
Kommun_263,2023,Male,16-19,1503,High,8.4,85.2
Kommun_263,2023,Male,20-24,1513,Medium,7.9,86.1
Kommun_264,2018,Female,16-19,1524,Low,17.6,77.4
Kommun_264,2018,Female,20-24,1500,Low,17.8,74.3
Kommun_264,2018,Male,16-19,1428,Medium,16,78.3
Kommun_264,2018,Male,20-24,1507,Low,18,75.8
Kommun_264,2019,Female,16-19,1549,Low,22.8,74
Kommun_264,2019,Female,20-24,1490,Medium,12.8,81.2
Kommun_264,2019,Male,16-19,1553,High,6.1,87.9
Kommun_264,2019,Male,20-24,1535,Low,16.7,81.8
Kommun_264,2020,Female,16-19,1455,Medium,15.5,75.7
Kommun_264,2020,Female,20-24,1512,Low,16.8,77.5
Kommun_264,2020,Male,16-19,1543,Medium,12.4,80.5
Kommun_264,2020,Male,20-24,1470,Medium,15.6,84.8
Kommun_264,2021,Female,16-19,1555,High,8.1,84.8
Kommun_264,2021,Female,20-24,1490,Low,20.6,78.1
Kommun_264,2021,Male,16-19,1508,Low,18.6,75.2
Kommun_264,2021,Male,20-24,1535,Medium,8.2,93.2
Kommun_264,2022,Female,16-19,1498,Low,21.4,74.8
Kommun_264,2022,Female,20-24,1504,Medium,13,86
Kommun_264,2022,Male,16-19,1497,Low,20.4,72.9
Kommun_264,2022,Male,20-24,1498,Low,22,70
Kommun_264,2023,Female,16-19,1492,Medium,11.6,85.1
Kommun_264,2023,Female,20-24,1520,Medium,9.9,89.5
Kommun_264,2023,Male,16-19,1554,Low,15.8,78.1
Kommun_264,2023,Male,20-24,1506,Medium,13.1,83.7
Kommun_265,2018,Female,16-19,1532,Low,20.2,77
Kommun_265,2018,Female,20-24,1468,High,11.9,82.3
Kommun_265,2018,Male,16-19,1485,High,6.9,89.8
Kommun_265,2018,Male,20-24,1490,Medium,14.1,81.5
Kommun_265,2019,Female,16-19,1476,High,10.6,84.1
Kommun_265,2019,Female,20-24,1476,Low,20,76.2
Kommun_265,2019,Male,16-19,1434,High,5.4,89.4
Kommun_265,2019,Male,20-24,1527,Medium,9.5,86.9
Kommun_265,2020,Female,16-19,1511,Low,14.3,79.3
Kommun_265,2020,Female,20-24,1461,Medium,14.2,80.1
Kommun_265,2020,Male,16-19,1479,Medium,11.6,84
Kommun_265,2020,Male,20-24,1500,Medium,17,78.2
Kommun_265,2021,Female,16-19,1417,High,12.7,83
Kommun_265,2021,Female,20-24,1484,Medium,12.8,85.6
Kommun_265,2021,Male,16-19,1483,Medium,13.7,79.6
Kommun_265,2021,Male,20-24,1492,Low,21.9,71.9
Kommun_265,2022,Female,16-19,1486,Low,14.9,81.2
Kommun_265,2022,Female,20-24,1509,Low,14.4,82
Kommun_265,2022,Male,16-19,1471,Medium,8.8,87.1
Kommun_265,2022,Male,20-24,1500,Medium,13.8,80.1
Kommun_265,2023,Female,16-19,1444,High,15.2,78.4
Kommun_265,2023,Female,20-24,1428,Low,24.7,71.4
Kommun_265,2023,Male,16-19,1492,Low,20.6,73
Kommun_265,2023,Male,20-24,1540,High,3,95
Kommun_266,2018,Female,16-19,1504,High,3.2,93
Kommun_266,2018,Female,20-24,1449,Medium,16,78.4
Kommun_266,2018,Male,16-19,1492,Medium,12,82
Kommun_266,2018,Male,20-24,1500,Medium,10.2,83.1
Kommun_266,2019,Female,16-19,1521,Low,14.6,79.2
Kommun_266,2019,Female,20-24,1491,Low,18.7,78.1
Kommun_266,2019,Male,16-19,1456,Low,23.1,73.7
Kommun_266,2019,Male,20-24,1505,Medium,13.7,81
Kommun_266,2020,Female,16-19,1517,Medium,11.1,82.8
Kommun_266,2020,Female,20-24,1467,Medium,9.3,85.5
Kommun_266,2020,Male,16-19,1491,Medium,4.9,91.7
Kommun_266,2020,Male,20-24,1487,Low,16.3,77.9
Kommun_266,2021,Female,16-19,1547,Medium,18,79.5
Kommun_266,2021,Female,20-24,1572,High,3,93.7
Kommun_266,2021,Male,16-19,1526,Low,19,76.6
Kommun_266,2021,Male,20-24,1552,Medium,10.3,86.8
Kommun_266,2022,Female,16-19,1399,Medium,12.9,84
Kommun_266,2022,Female,20-24,1544,Low,18,79.3
Kommun_266,2022,Male,16-19,1455,High,6.2,88.8
Kommun_266,2022,Male,20-24,1446,Medium,7.7,87.1
Kommun_266,2023,Female,16-19,1479,Medium,11.1,84.9
Kommun_266,2023,Female,20-24,1515,Low,15.6,82
Kommun_266,2023,Male,16-19,1529,Medium,12.5,82.2
Kommun_266,2023,Male,20-24,1488,High,6.7,90.3
Kommun_267,2018,Female,16-19,1475,High,9.3,88.3
Kommun_267,2018,Female,20-24,1491,High,7.9,90.3
Kommun_267,2018,Male,16-19,1558,Medium,12.6,80.9
Kommun_267,2018,Male,20-24,1465,High,7.7,83.8
Kommun_267,2019,Female,16-19,1460,Low,16.8,76.5
Kommun_267,2019,Female,20-24,1491,High,3.4,89.6
Kommun_267,2019,Male,16-19,1506,Medium,11,82.2
Kommun_267,2019,Male,20-24,1523,High,11,84.5
Kommun_267,2020,Female,16-19,1503,Medium,9.3,85.5
Kommun_267,2020,Female,20-24,1490,High,6.6,85
Kommun_267,2020,Male,16-19,1534,Medium,11.8,82.1
Kommun_267,2020,Male,20-24,1595,Medium,6.8,83.8
Kommun_267,2021,Female,16-19,1469,Medium,10.6,89.5
Kommun_267,2021,Female,20-24,1505,Medium,13,86.3
Kommun_267,2021,Male,16-19,1498,Low,19.7,80.4
Kommun_267,2021,Male,20-24,1485,High,8,86.5
Kommun_267,2022,Female,16-19,1484,High,6,89.6
Kommun_267,2022,Female,20-24,1584,Medium,17.9,74.1
Kommun_267,2022,Male,16-19,1493,High,10.5,84
Kommun_267,2022,Male,20-24,1486,High,9.5,79.4
Kommun_267,2023,Female,16-19,1503,Low,20.6,73.7
Kommun_267,2023,Female,20-24,1510,Low,19.4,76.2
Kommun_267,2023,Male,16-19,1582,Low,18.6,75.3
Kommun_267,2023,Male,20-24,1529,Medium,7.3,87.4
Kommun_268,2018,Female,16-19,1497,Low,16,80.3
Kommun_268,2018,Female,20-24,1545,Medium,13,79.1
Kommun_268,2018,Male,16-19,1482,Low,16.3,79
Kommun_268,2018,Male,20-24,1483,Medium,6.8,89.8
Kommun_268,2019,Female,16-19,1486,Low,15,79.6
Kommun_268,2019,Female,20-24,1555,Medium,10.4,83.7
Kommun_268,2019,Male,16-19,1469,Medium,7.5,86.6
Kommun_268,2019,Male,20-24,1511,Medium,10.7,87.2
Kommun_268,2020,Female,16-19,1518,High,10.3,84.8
Kommun_268,2020,Female,20-24,1506,Low,13.1,78.8
Kommun_268,2020,Male,16-19,1541,Low,17.4,76.7
Kommun_268,2020,Male,20-24,1532,Low,18.5,79.7
Kommun_268,2021,Female,16-19,1510,Low,22.6,70.2
Kommun_268,2021,Female,20-24,1484,Low,22.4,70.7
Kommun_268,2021,Male,16-19,1501,High,8.3,83.7
Kommun_268,2021,Male,20-24,1555,Low,20.1,75.4
Kommun_268,2022,Female,16-19,1565,Medium,11.4,80.9
Kommun_268,2022,Female,20-24,1541,Medium,9.9,87.3
Kommun_268,2022,Male,16-19,1517,Low,18.3,76.3
Kommun_268,2022,Male,20-24,1559,Medium,13.2,87.9
Kommun_268,2023,Female,16-19,1493,Low,16.5,77.2
Kommun_268,2023,Female,20-24,1543,Low,16.1,82.7
Kommun_268,2023,Male,16-19,1528,Low,18.6,75.5
Kommun_268,2023,Male,20-24,1495,Medium,5.5,87.5
Kommun_269,2018,Female,16-19,1493,Low,12.9,79.9
Kommun_269,2018,Female,20-24,1525,Low,18.9,74.2
Kommun_269,2018,Male,16-19,1541,Medium,8.9,87.7
Kommun_269,2018,Male,20-24,1478,High,8.1,86.2
Kommun_269,2019,Female,16-19,1448,Low,14.8,77.4
Kommun_269,2019,Female,20-24,1527,High,4.8,93.5
Kommun_269,2019,Male,16-19,1530,Low,22.4,74.4
Kommun_269,2019,Male,20-24,1505,High,11.7,82.2
Kommun_269,2020,Female,16-19,1476,High,11.4,83.9
Kommun_269,2020,Female,20-24,1485,Low,17.7,80.7
Kommun_269,2020,Male,16-19,1450,High,9.9,86.8
Kommun_269,2020,Male,20-24,1494,High,13.6,76.3
Kommun_269,2021,Female,16-19,1507,Medium,11.1,84.4
Kommun_269,2021,Female,20-24,1405,High,5.1,84.8
Kommun_269,2021,Male,16-19,1586,Low,23.5,70.8
Kommun_269,2021,Male,20-24,1489,High,10.7,82.1
Kommun_269,2022,Female,16-19,1463,Low,19,76.8
Kommun_269,2022,Female,20-24,1467,Medium,13.5,82
Kommun_269,2022,Male,16-19,1455,Medium,10.7,83
Kommun_269,2022,Male,20-24,1519,Low,16.9,78.6
Kommun_269,2023,Female,16-19,1457,Medium,16.7,77.6
Kommun_269,2023,Female,20-24,1529,Medium,11,82.3
Kommun_269,2023,Male,16-19,1427,High,10.2,83.4
Kommun_269,2023,Male,20-24,1498,Medium,12.6,81
Kommun_27,2018,Female,16-19,1525,Low,18.5,73.3
Kommun_27,2018,Female,20-24,1511,Medium,12.9,79.1
Kommun_27,2018,Male,16-19,1507,Medium,7.5,87.5
Kommun_27,2018,Male,20-24,1535,Low,18.4,72.7
Kommun_27,2019,Female,16-19,1500,High,5.5,87.6
Kommun_27,2019,Female,20-24,1522,Low,22.7,71.7
Kommun_27,2019,Male,16-19,1495,High,6.8,86.3
Kommun_27,2019,Male,20-24,1478,Medium,13.4,83.8
Kommun_27,2020,Female,16-19,1501,Medium,9.8,85
Kommun_27,2020,Female,20-24,1417,Low,18.9,73.4
Kommun_27,2020,Male,16-19,1510,Medium,13.5,81.2
Kommun_27,2020,Male,20-24,1446,Medium,13.7,84.5
Kommun_27,2021,Female,16-19,1538,Medium,14.2,83.5
Kommun_27,2021,Female,20-24,1451,Low,17.2,80.3
Kommun_27,2021,Male,16-19,1532,Low,18.5,79.6
Kommun_27,2021,Male,20-24,1408,Low,15.5,80.5
Kommun_27,2022,Female,16-19,1490,High,6.5,89.5
Kommun_27,2022,Female,20-24,1434,Medium,11.4,82.9
Kommun_27,2022,Male,16-19,1539,High,11.8,87.7
Kommun_27,2022,Male,20-24,1447,Low,12.7,84.5
Kommun_27,2023,Female,16-19,1517,Medium,14.8,77.8
Kommun_27,2023,Female,20-24,1494,High,9.4,91.3
Kommun_27,2023,Male,16-19,1536,Medium,12.7,82.7
Kommun_27,2023,Male,20-24,1489,Low,18.5,74.8
Kommun_270,2018,Female,16-19,1427,High,8.8,88.9
Kommun_270,2018,Female,20-24,1448,Medium,7.6,86.7
Kommun_270,2018,Male,16-19,1517,High,10.4,85
Kommun_270,2018,Male,20-24,1504,Low,16.5,74.6
Kommun_270,2019,Female,16-19,1553,High,4.2,88.9
Kommun_270,2019,Female,20-24,1485,High,6.7,88.3
Kommun_270,2019,Male,16-19,1461,Low,18.8,71.7
Kommun_270,2019,Male,20-24,1460,Low,15.2,82.1
Kommun_270,2020,Female,16-19,1515,Medium,11.7,85.1
Kommun_270,2020,Female,20-24,1543,Medium,11.7,80
Kommun_270,2020,Male,16-19,1468,Medium,13.5,79.7
Kommun_270,2020,Male,20-24,1516,High,11.9,84.7
Kommun_270,2021,Female,16-19,1560,Low,17.1,79.7
Kommun_270,2021,Female,20-24,1493,Medium,15.9,81.5
Kommun_270,2021,Male,16-19,1525,Low,9.7,83.4
Kommun_270,2021,Male,20-24,1519,Low,25.7,73.4
Kommun_270,2022,Female,16-19,1473,Medium,15.1,80.5
Kommun_270,2022,Female,20-24,1545,Medium,15.3,77.5
Kommun_270,2022,Male,16-19,1488,Medium,10.6,85.2
Kommun_270,2022,Male,20-24,1512,High,3.4,92
Kommun_270,2023,Female,16-19,1469,Low,18.4,75.2
Kommun_270,2023,Female,20-24,1548,High,9.7,88.1
Kommun_270,2023,Male,16-19,1590,Low,17.2,77.6
Kommun_270,2023,Male,20-24,1500,Medium,14.7,79
Kommun_271,2018,Female,16-19,1493,Low,19.1,73.9
Kommun_271,2018,Female,20-24,1430,High,7.6,92.7
Kommun_271,2018,Male,16-19,1484,Medium,12.3,82.6
Kommun_271,2018,Male,20-24,1499,Medium,12.5,83.6
Kommun_271,2019,Female,16-19,1535,Medium,13.3,80.7
Kommun_271,2019,Female,20-24,1485,High,9.7,85.1
Kommun_271,2019,Male,16-19,1429,High,7.4,85.4
Kommun_271,2019,Male,20-24,1518,Low,16,78.4
Kommun_271,2020,Female,16-19,1508,Medium,13.2,81.7
Kommun_271,2020,Female,20-24,1544,Medium,15.8,80.8
Kommun_271,2020,Male,16-19,1470,Medium,13.5,82.4
Kommun_271,2020,Male,20-24,1481,Medium,14,83.3
Kommun_271,2021,Female,16-19,1516,Low,20.8,78.2
Kommun_271,2021,Female,20-24,1432,High,9,86.8
Kommun_271,2021,Male,16-19,1458,Medium,15,78.5
Kommun_271,2021,Male,20-24,1466,Medium,10,89.1
Kommun_271,2022,Female,16-19,1471,Medium,15.9,79.4
Kommun_271,2022,Female,20-24,1534,Low,20.9,73.1
Kommun_271,2022,Male,16-19,1474,Medium,9.4,87.2
Kommun_271,2022,Male,20-24,1491,Medium,11.4,82.3
Kommun_271,2023,Female,16-19,1507,Medium,9.2,87.3
Kommun_271,2023,Female,20-24,1494,Low,18.2,76
Kommun_271,2023,Male,16-19,1472,Low,21.9,76.1
Kommun_271,2023,Male,20-24,1451,Medium,14.2,77.6
Kommun_272,2018,Female,16-19,1467,Low,15.4,81.6
Kommun_272,2018,Female,20-24,1542,High,5.6,90.5
Kommun_272,2018,Male,16-19,1610,Low,23.3,69.7
Kommun_272,2018,Male,20-24,1488,Low,16,77.5
Kommun_272,2019,Female,16-19,1470,Medium,17.2,78.4
Kommun_272,2019,Female,20-24,1481,Medium,11.6,83.4
Kommun_272,2019,Male,16-19,1561,Low,18.3,77
Kommun_272,2019,Male,20-24,1633,Low,16.3,78.1
Kommun_272,2020,Female,16-19,1541,Medium,18.2,77.2
Kommun_272,2020,Female,20-24,1495,High,3.3,92
Kommun_272,2020,Male,16-19,1563,Medium,14.7,81.5
Kommun_272,2020,Male,20-24,1490,Medium,10.6,82.8
Kommun_272,2021,Female,16-19,1500,Low,21.2,76
Kommun_272,2021,Female,20-24,1429,Low,18.7,77.7
Kommun_272,2021,Male,16-19,1489,Low,21.6,68.4
Kommun_272,2021,Male,20-24,1402,Medium,7,88.5
Kommun_272,2022,Female,16-19,1508,Medium,7.5,86.8
Kommun_272,2022,Female,20-24,1490,Medium,11.7,84.1
Kommun_272,2022,Male,16-19,1575,Medium,8.2,89
Kommun_272,2022,Male,20-24,1438,High,7.6,89.4
Kommun_272,2023,Female,16-19,1489,High,5.3,89.6
Kommun_272,2023,Female,20-24,1485,Low,19.1,78.8
Kommun_272,2023,Male,16-19,1535,Medium,10.7,84.9
Kommun_272,2023,Male,20-24,1547,Low,17,76.1
Kommun_273,2018,Female,16-19,1475,Low,15.9,80.2
Kommun_273,2018,Female,20-24,1496,Low,17,81.8
Kommun_273,2018,Male,16-19,1503,Medium,10.5,83
Kommun_273,2018,Male,20-24,1472,Medium,7.3,95
Kommun_273,2019,Female,16-19,1501,Medium,14.8,83.5
Kommun_273,2019,Female,20-24,1534,Low,15.4,75.5
Kommun_273,2019,Male,16-19,1485,Medium,12.5,86
Kommun_273,2019,Male,20-24,1573,Medium,10.4,82.1
Kommun_273,2020,Female,16-19,1555,High,9.5,86.2
Kommun_273,2020,Female,20-24,1531,High,6.8,88.7
Kommun_273,2020,Male,16-19,1484,Low,18.3,75.4
Kommun_273,2020,Male,20-24,1434,Medium,12.4,82.6
Kommun_273,2021,Female,16-19,1403,Low,11.9,82.8
Kommun_273,2021,Female,20-24,1455,Medium,11.3,83.1
Kommun_273,2021,Male,16-19,1549,Low,16.7,77
Kommun_273,2021,Male,20-24,1488,Medium,14.8,79.2
Kommun_273,2022,Female,16-19,1518,Medium,13.4,79.5
Kommun_273,2022,Female,20-24,1462,Low,16.3,79.7
Kommun_273,2022,Male,16-19,1469,Medium,12.8,82.8
Kommun_273,2022,Male,20-24,1545,Medium,11.2,83.4
Kommun_273,2023,Female,16-19,1436,Medium,12.1,84.1
Kommun_273,2023,Female,20-24,1534,Low,13.9,82.6
Kommun_273,2023,Male,16-19,1555,Low,16.2,81.2
Kommun_273,2023,Male,20-24,1509,Medium,11.8,81.4
Kommun_274,2018,Female,16-19,1502,Medium,12.9,84.3
Kommun_274,2018,Female,20-24,1511,Medium,15.5,81.1
Kommun_274,2018,Male,16-19,1560,Low,21.5,72
Kommun_274,2018,Male,20-24,1501,Medium,11.9,81.9
Kommun_274,2019,Female,16-19,1526,Low,15.1,80
Kommun_274,2019,Female,20-24,1477,High,9.1,86.7
Kommun_274,2019,Male,16-19,1436,High,8.7,85.3
Kommun_274,2019,Male,20-24,1481,Medium,9.2,86.9
Kommun_274,2020,Female,16-19,1448,Medium,16.5,77
Kommun_274,2020,Female,20-24,1501,Medium,11.2,86.5
Kommun_274,2020,Male,16-19,1482,High,13.1,84.1
Kommun_274,2020,Male,20-24,1501,Low,18.2,77.6
Kommun_274,2021,Female,16-19,1480,Medium,13.4,78.3
Kommun_274,2021,Female,20-24,1551,Medium,7.1,90.9
Kommun_274,2021,Male,16-19,1498,Medium,14.2,83.2
Kommun_274,2021,Male,20-24,1504,High,3.5,88.9
Kommun_274,2022,Female,16-19,1515,Low,16.8,76.6
Kommun_274,2022,Female,20-24,1508,Medium,14.2,82.5
Kommun_274,2022,Male,16-19,1481,Medium,11.5,82.7
Kommun_274,2022,Male,20-24,1518,Medium,10.9,83.7
Kommun_274,2023,Female,16-19,1535,High,9.4,86.5
Kommun_274,2023,Female,20-24,1550,Medium,12.9,86.7
Kommun_274,2023,Male,16-19,1494,Medium,8.3,91.1
Kommun_274,2023,Male,20-24,1466,Low,15.2,79.2
Kommun_275,2018,Female,16-19,1455,High,4.4,89
Kommun_275,2018,Female,20-24,1515,Medium,15.3,79.2
Kommun_275,2018,Male,16-19,1481,Low,19.3,72.5
Kommun_275,2018,Male,20-24,1493,Medium,10.7,83
Kommun_275,2019,Female,16-19,1497,Medium,9.8,84.7
Kommun_275,2019,Female,20-24,1473,High,5.3,90.7
Kommun_275,2019,Male,16-19,1545,Medium,13,81.8
Kommun_275,2019,Male,20-24,1512,Medium,14.7,84
Kommun_275,2020,Female,16-19,1509,High,9.6,87.9
Kommun_275,2020,Female,20-24,1500,Low,10.8,85.8
Kommun_275,2020,Male,16-19,1489,Low,20.8,78
Kommun_275,2020,Male,20-24,1528,Low,14.4,78.2
Kommun_275,2021,Female,16-19,1538,Medium,13.7,81.7
Kommun_275,2021,Female,20-24,1513,Low,21.4,68.7
Kommun_275,2021,Male,16-19,1531,High,6.8,87.6
Kommun_275,2021,Male,20-24,1487,Medium,14.5,80.2
Kommun_275,2022,Female,16-19,1516,Medium,13.1,80.2
Kommun_275,2022,Female,20-24,1451,Medium,9.9,82.7
Kommun_275,2022,Male,16-19,1538,Medium,11.1,83.8
Kommun_275,2022,Male,20-24,1535,Low,22.4,71.4
Kommun_275,2023,Female,16-19,1566,Medium,15.2,77.7
Kommun_275,2023,Female,20-24,1498,Low,20.1,76.1
Kommun_275,2023,Male,16-19,1426,High,5.9,89.8
Kommun_275,2023,Male,20-24,1470,Low,19.5,70.3
Kommun_276,2018,Female,16-19,1501,High,3.8,91.2
Kommun_276,2018,Female,20-24,1481,Low,22.9,71.5
Kommun_276,2018,Male,16-19,1498,Medium,13.5,81.9
Kommun_276,2018,Male,20-24,1508,Low,19.3,76.2
Kommun_276,2019,Female,16-19,1476,Medium,17.2,75
Kommun_276,2019,Female,20-24,1554,Low,21.9,74.3
Kommun_276,2019,Male,16-19,1505,Medium,10.6,84.8
Kommun_276,2019,Male,20-24,1540,Low,14.1,85.4
Kommun_276,2020,Female,16-19,1509,High,4.1,91.3
Kommun_276,2020,Female,20-24,1538,High,3,95
Kommun_276,2020,Male,16-19,1500,Low,9.7,81.8
Kommun_276,2020,Male,20-24,1473,High,3.4,92.2
Kommun_276,2021,Female,16-19,1495,Medium,12.7,84.6
Kommun_276,2021,Female,20-24,1490,Medium,10.8,82.9
Kommun_276,2021,Male,16-19,1451,Low,15.1,79.4
Kommun_276,2021,Male,20-24,1581,Medium,11.6,77.4
Kommun_276,2022,Female,16-19,1541,Medium,9.2,89
Kommun_276,2022,Female,20-24,1505,Medium,11,85.9
Kommun_276,2022,Male,16-19,1520,Low,13.5,82.3
Kommun_276,2022,Male,20-24,1589,Medium,4.7,90
Kommun_276,2023,Female,16-19,1520,Medium,11.7,84.4
Kommun_276,2023,Female,20-24,1525,Medium,17.6,76.7
Kommun_276,2023,Male,16-19,1497,Low,14.4,81
Kommun_276,2023,Male,20-24,1514,Medium,17.3,79.3
Kommun_277,2018,Female,16-19,1437,Low,16.6,78.9
Kommun_277,2018,Female,20-24,1432,Medium,13.1,80.4
Kommun_277,2018,Male,16-19,1495,Low,20.3,76
Kommun_277,2018,Male,20-24,1438,Medium,15.5,78.1
Kommun_277,2019,Female,16-19,1513,High,9.3,86.4
Kommun_277,2019,Female,20-24,1486,Low,22.3,77
Kommun_277,2019,Male,16-19,1532,Medium,14.4,83.9
Kommun_277,2019,Male,20-24,1456,Low,15.9,80.8
Kommun_277,2020,Female,16-19,1540,Low,17.8,77.2
Kommun_277,2020,Female,20-24,1469,Medium,13.8,81.6
Kommun_277,2020,Male,16-19,1536,Medium,17,77.1
Kommun_277,2020,Male,20-24,1495,Low,14.7,76.7
Kommun_277,2021,Female,16-19,1431,Medium,12,84.4
Kommun_277,2021,Female,20-24,1502,Low,14.4,81.7
Kommun_277,2021,Male,16-19,1453,Low,11.7,86.6
Kommun_277,2021,Male,20-24,1503,High,12.4,83.3
Kommun_277,2022,Female,16-19,1531,Medium,12.3,80.7
Kommun_277,2022,Female,20-24,1553,Low,18.7,75.3
Kommun_277,2022,Male,16-19,1466,Medium,8.9,88.4
Kommun_277,2022,Male,20-24,1543,High,6.4,94.2
Kommun_277,2023,Female,16-19,1524,High,11.6,81.7
Kommun_277,2023,Female,20-24,1536,Medium,7.3,87.7
Kommun_277,2023,Male,16-19,1466,Medium,10.7,87.7
Kommun_277,2023,Male,20-24,1455,Medium,10.7,88.7
Kommun_278,2018,Female,16-19,1563,High,5.1,90.9
Kommun_278,2018,Female,20-24,1442,Low,15.8,80.2
Kommun_278,2018,Male,16-19,1505,High,7.8,88.7
Kommun_278,2018,Male,20-24,1447,High,10.5,83.3
Kommun_278,2019,Female,16-19,1533,High,13.6,81.1
Kommun_278,2019,Female,20-24,1581,Medium,14,80.4
Kommun_278,2019,Male,16-19,1481,Medium,12,85.2
Kommun_278,2019,Male,20-24,1518,High,9.2,82.1
Kommun_278,2020,Female,16-19,1498,Medium,9.9,82.5
Kommun_278,2020,Female,20-24,1517,Low,20.5,73.4
Kommun_278,2020,Male,16-19,1589,Low,11.4,86.9
Kommun_278,2020,Male,20-24,1474,Low,10.8,78.8
Kommun_278,2021,Female,16-19,1473,Medium,17.1,79.5
Kommun_278,2021,Female,20-24,1481,Medium,9.6,87.1
Kommun_278,2021,Male,16-19,1504,Low,16.8,76.2
Kommun_278,2021,Male,20-24,1521,Low,23.3,70.4
Kommun_278,2022,Female,16-19,1503,Low,23,67.3
Kommun_278,2022,Female,20-24,1610,Low,22.2,74.6
Kommun_278,2022,Male,16-19,1538,High,7.2,88.4
Kommun_278,2022,Male,20-24,1524,High,7.2,89.1
Kommun_278,2023,Female,16-19,1484,Medium,16.7,76.6
Kommun_278,2023,Female,20-24,1493,Medium,14.8,80.1
Kommun_278,2023,Male,16-19,1561,Medium,12.4,82.7
Kommun_278,2023,Male,20-24,1480,Medium,8.7,86.9
Kommun_279,2018,Female,16-19,1479,High,10.9,82.2
Kommun_279,2018,Female,20-24,1471,Medium,12.1,85.8
Kommun_279,2018,Male,16-19,1456,High,12.6,83.4
Kommun_279,2018,Male,20-24,1430,Medium,11.2,86.7
Kommun_279,2019,Female,16-19,1523,Low,13.2,86.3
Kommun_279,2019,Female,20-24,1529,Medium,16.7,77.6
Kommun_279,2019,Male,16-19,1529,Low,18,74.8
Kommun_279,2019,Male,20-24,1496,Low,20.3,75
Kommun_279,2020,Female,16-19,1548,Low,21.3,72.6
Kommun_279,2020,Female,20-24,1529,Low,20.8,73.6
Kommun_279,2020,Male,16-19,1433,Low,17.5,76.6
Kommun_279,2020,Male,20-24,1541,Medium,17.9,75.8
Kommun_279,2021,Female,16-19,1508,Low,18.2,74.6
Kommun_279,2021,Female,20-24,1499,Low,17.5,77.3
Kommun_279,2021,Male,16-19,1497,Medium,10.7,86.8
Kommun_279,2021,Male,20-24,1519,Low,14.6,79
Kommun_279,2022,Female,16-19,1449,Low,18.4,73.7
Kommun_279,2022,Female,20-24,1529,Medium,10.6,85.7
Kommun_279,2022,Male,16-19,1499,Medium,10.8,86.3
Kommun_279,2022,Male,20-24,1493,Medium,10.8,81.6
Kommun_279,2023,Female,16-19,1543,Medium,15,82.1
